Id;Country;StartDate;EndDate;Type;RegionalScope;Name;Subdivisions;Tags;Comment
d648329e-df12-4cfe-9a7f-274685dcc9e4;CH;2028-09-30;2028-10-15;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;;
bbb6aae7-3586-4821-8e9f-197d21c87ddd;CH;2028-09-30;2028-10-22;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
0ec58e5e-c1dc-4e66-a7f0-f5c4ffde6bde;CH;2028-12-23;2029-01-07;School;Regional;DE Weihnachtsferien,FR Vacances de Noël,IT Vacanze di Natale,EN Christmas holidays;BL;;
94bc3b31-34e8-4a4b-83d9-78a8eb63842d;CH;2029-02-10;2029-02-25;School;Regional;DE Fasnachtsferien,FR Vacances de carnaval,IT Vacanze di Carnevale,EN Carnival holidays;BL;;
2e087e4e-6723-4e12-b468-406fdeb31471;CH;2029-03-24;2029-04-08;School;Regional;DE Frühlingsferien,FR Vacances de printemps,IT Vacanze di primavera,EN Spring holidays;BL;;
847c0066-3bd1-4d9d-91e0-229546e4b697;CH;2029-05-11;;School;Regional;DE Auffahrtsbrücke,FR Pont de l'Ascension,IT Ponte dell'Ascensione,EN Ascension Bridge;BL;;
e8544337-c3d2-4755-8e69-63d8fec9c3d3;CH;2029-06-30;2029-08-12;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;;
ab45f655-3a32-4dce-9a59-ac36f1d2a055;CH;2029-07-07;2029-08-12;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
da75f077-4adb-4f0b-b595-749b2e01e462;CH;2029-09-29;2029-10-14;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;;
dcfd1a55-9270-4c34-91ea-b0364e09351c;CH;2029-09-29;2029-10-21;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
ea512abc-4894-4ff6-b080-e8d87ed15786;CH;2029-12-22;2030-01-06;School;Regional;DE Weihnachtsferien,FR Vacances de Noël,IT Vacanze di Natale,EN Christmas holidays;BL;;
e3a639d4-df12-4048-a8db-788db400cd96;CH;2030-03-02;2030-03-17;School;Regional;DE Fasnachtsferien,FR Vacances de carnaval,IT Vacanze di Carnevale,EN Carnival holidays;BL;;
3d25ba1d-292c-4afc-9b6f-237324a249a5;CH;2030-04-13;2030-04-28;School;Regional;DE Frühlingsferien,FR Vacances de printemps,IT Vacanze di primavera,EN Spring holidays;BL;;
27a1a4ec-25a5-4ace-9a23-f29afc8f0e7a;CH;2030-05-31;;School;Regional;DE Auffahrtsbrücke,FR Pont de l'Ascension,IT Ponte dell'Ascensione,EN Ascension Bridge;BL;;
1d79ec41-ce6d-4f8a-92e0-0642a5b0a4f5;CH;2030-06-29;2030-08-11;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;;
88471f93-6313-476d-b9bd-2140423fe1cb;CH;2030-07-06;2030-08-11;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
bd2a8ade-b4e6-49e9-87b1-a83ef124942a;CH;2030-09-28;2030-10-13;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;;
3bebf7e3-e3ea-45c7-9289-f0701d51363c;CH;2030-09-28;2030-10-20;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
498107a5-ec8f-493e-8bc2-4f96d0985866;CH;2030-12-21;2031-01-05;School;Regional;DE Weihnachtsferien,FR Vacances de Noël,IT Vacanze di Natale,EN Christmas holidays;BL;;
1c9831d1-06ed-494a-b23b-754e3a8df1f1;CH;2031-02-22;2031-03-09;School;Regional;DE Fasnachtsferien,FR Vacances de carnaval,IT Vacanze di Carnevale,EN Carnival holidays;BL;;
d9f56a34-5df1-423f-9320-23e74bae974c;CH;2031-04-05;2031-04-20;School;Regional;DE Frühlingsferien,FR Vacances de printemps,IT Vacanze di primavera,EN Spring holidays;BL;;
bb4f7cef-9c83-4107-926a-42ff32b2f751;CH;2031-05-23;;School;Regional;DE Auffahrtsbrücke,FR Pont de l'Ascension,IT Ponte dell'Ascensione,EN Ascension Bridge;BL;;
7b3091a8-faee-46e2-a111-8218a6ffee99;CH;2031-06-28;2031-08-10;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;;
a5620bc3-cc3c-485e-bfc1-cd1587d4fdee;CH;2031-07-05;2031-08-10;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
7b737c27-3ce7-4298-821a-8c2d427de513;CH;2031-09-27;2031-10-12;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;;
bb27c66f-9c45-47df-a1ed-13595b61456b;CH;2031-09-27;2031-10-19;School;Regional;DE Herbstferien,FR Vacances d'automne,IT Vacanze d'autunno,EN Autumn holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
618a6d68-d256-4e2c-a169-3a0d8d355654;CH;2031-12-20;2032-01-04;School;Regional;DE Weihnachtsferien,FR Vacances de Noël,IT Vacanze di Natale,EN Christmas holidays;BL;;
c00477be-bf89-4c51-939d-e06915d2aa95;CH;2032-02-07;2032-02-22;School;Regional;DE Fasnachtsferien,FR Vacances de carnaval,IT Vacanze di Carnevale,EN Carnival holidays;BL;;
0122d43e-ce89-4ada-9d79-240df8a2230f;CH;2032-03-20;2032-04-04;School;Regional;DE Frühlingsferien,FR Vacances de printemps,IT Vacanze di primavera,EN Spring holidays;BL;;
acf18bfb-9675-48d0-9f4a-1bb09b2f4363;CH;2032-05-07;;School;Regional;DE Auffahrtsbrücke,FR Pont de l'Ascension,IT Ponte dell'Ascensione,EN Ascension Bridge;BL;;
0bc261f6-f9ae-4b95-9df0-cad3bf4a6534;CH;2032-06-26;2032-08-08;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;;
d1368704-28ee-4e3f-a6fc-f7751e97ff5d;CH;2032-07-03;2032-08-08;School;Regional;DE Sommerferien,FR Vacances d'été,IT Vacanze estive,EN Summer holidays;BL;Exception;DE Ausnahmeregelung für das Gym. Laufental-Thierstein,EN Exception for the Gym. Laufental-Thierstein
